order_id,cust_id,gender,age,date,status,channel,sku,category,size,quantity,currency,amount,ship_city,ship_pin_code,ship_country,b2b,month,year,revenue_bucket,cust_type
171-4655628-4052301,4655628,WOMEN,67,2022-10-04,DELIVERED,FLIPKART,J0351-SET-M,SET,M,1,INR,832,BENGALURU,560040,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-9536954-8577910,9536954,WOMEN,27,2022-10-04,DELIVERED,MEESHO,J0097-KR-XL,KURTA,XL,1,INR,544,BHUBANESWAR,751030,IN,0,OCTOBER,2022,LOW,CUSTOMER
402-7551322-5681113,7551322,WOMEN,34,2022-10-04,DELIVERED,FLIPKART,JNE3399-KR-XS,KURTA,XS,1,INR,435,NANDYAL,518502,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-5851999-1796327,5851999,MEN,72,2022-10-04,DELIVERED,AMAZON,J0002-SKD-XXL,SET,XXL,1,INR,1125,Kadipur,228161,IN,0,OCTOBER,2022,HIGH,CUSTOMER
404-8882446-7821120,8882446,MEN,23,2022-10-04,DELIVERED,FLIPKART,J0230-SKD-XS,SET,XS,1,INR,969,UDUPI,576230,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-4015560-0425936,4015560,WOMEN,18,2022-10-04,RETURNED,MYNTRA,JNE3560-KR-XL,KURTA,XL,1,INR,487,HAMIRPUR,177001,IN,0,OCTOBER,2022,LOW,CUSTOMER
406-9407350-3687544,9407350,MEN,21,2022-10-04,DELIVERED,AMAZON,SET268-KR-NP-XL,SET,XL,1,INR,788,MUMBAI,400095,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-0732001-7288364,732001,MEN,51,2022-10-04,DELIVERED,MYNTRA,JNE3797-KR-A-M,WESTERN DRESS,M,1,INR,771,BENGALURU,560016,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-5014067-4353953,5014067,WOMEN,46,2022-10-04,DELIVERED,OTHERS,SET217-KR-PP-XXL,SET,XXL,1,INR,786,PIMPRI CHINCHWAD,411027,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-5298155-4965110,5298155,WOMEN,50,2022-10-04,DELIVERED,AMAZON,SET269-KR-NP-S,SET,S,1,INR,799,NEW DELHI,110064,IN,0,OCTOBER,2022,LOW,CUSTOMER
402-8297211-5339514,8297211,WOMEN,22,2022-10-04,REFUNDED,AMAZON,JNE3294-KR-M,KURTA,M,1,INR,353,VISAKHAPATNAM,530008,IN,0,OCTOBER,2022,LOW,CUSTOMER
405-8456164-1608358,8456164,WOMEN,30,2022-10-04,DELIVERED,AMAZON,SET273-KR-NP-M,SET,M,1,INR,612,DELHI,110034,IN,0,OCTOBER,2022,LOW,CUSTOMER
407-1488480-3304332,1488480,WOMEN,28,2022-10-04,DELIVERED,MYNTRA,SET377-KR-NP-S,SET,S,1,INR,1068,Nashik,422004,IN,0,OCTOBER,2022,HIGH,CUSTOMER
408-3853788-2326762,3853788,WOMEN,47,2022-10-04,RETURNED,FLIPKART,SET288-KR-NP-XL,SET,XL,1,INR,674,Chandigarh,160003,IN,0,OCTOBER,2022,LOW,CUSTOMER
405-2206460-3893939,2206460,WOMEN,29,2022-10-04,DELIVERED,AMAZON,JNE2014-KR-178-XL,KURTA,XL,1,INR,353,VISAKHAPATNAM,530005,IN,0,OCTOBER,2022,LOW,CUSTOMER
171-7367745-6108338,7367745,MEN,75,2022-10-04,DELIVERED,AMAZON,SET317-KR-PP-S,SET,S,1,INR,1199,DEHRADUN,248001,IN,0,OCTOBER,2022,HIGH,CUSTOMER
408-6014992-6189131,6014992,WOMEN,58,2022-10-04,RETURNED,AMAZON,SET339-KR-NP-M,SET,M,1,INR,646,RANGPO,737132,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-3170626-3685931,3170626,WOMEN,35,2022-10-04,DELIVERED,FLIPKART,JNE2305-KR-533-XL,KURTA,XL,1,INR,376,CHENNAI,600122,IN,0,OCTOBER,2022,LOW,CUSTOMER
407-3811032-5687554,3811032,MEN,39,2022-10-04,DELIVERED,MYNTRA,BTM027-NP-XXL,BOTTOM,XXL,1,INR,518,ALDONA,403508,IN,0,OCTOBER,2022,LOW,CUSTOMER
407-7878890-7119514,7878890,WOMEN,31,2022-10-04,DELIVERED,MYNTRA,JNE3721-KR-L,KURTA,L,1,INR,292,Allahabad,212107,IN,0,OCTOBER,2022,LOW,CUSTOMER
403-0564459-3776330,564459,MEN,45,2022-10-04,DELIVERED,MYNTRA,SET392-KR-NP-XS,SET,XS,1,INR,799,DEVANAHALLI,562110,IN,0,OCTOBER,2022,LOW,CUSTOMER
407-1241236-5961162,1241236,MEN,38,2022-10-04,DELIVERED,FLIPKART,J0285-SKD-XS,SET,XS,1,INR,1442,NEW DELHI,110092,IN,0,OCTOBER,2022,HIGH,CUSTOMER
407-2636810-3265169,2636810,WOMEN,31,2022-10-04,DELIVERED,FLIPKART,SET356-KR-NP-XXL,SET,XXL,1,INR,999,CHENNAI,600088,IN,0,OCTOBER,2022,LOW,CUSTOMER
406-0984632-6958701,984632,MEN,37,2022-10-04,DELIVERED,AMAZON,SET130-KR-NP-S,SET,S,1,INR,499,SAHARANPUR,247001,IN,0,OCTOBER,2022,LOW,CUSTOMER
405-6730912-8357933,6730912,WOMEN,36,2022-10-04,DELIVERED,AMAZON,JNE3816-KR-S,KURTA,S,1,INR,521,BENGALURU,560043,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-3201891-3599507,3201891,WOMEN,61,2022-10-04,DELIVERED,AMAZON,SET257-KR-PP-XL,SET,XL,1,INR,546,NEW DELHI,110053,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-8668802-0485147,8668802,WOMEN,24,2022-10-04,DELIVERED,MYNTRA,SET130-KR-NP-XXXL,SET,3XL,1,INR,612,HYDERABAD,500068,IN,0,OCTOBER,2022,LOW,CUSTOMER
403-5902601-0757105,5902601,MEN,27,2022-10-04,RETURNED,NALLI,SET277-KR-NP-M,SET,M,1,INR,1268,Hyderabad,500050,IN,0,OCTOBER,2022,HIGH,CUSTOMER
404-8295066-2401105,8295066,MEN,27,2022-10-04,DELIVERED,MYNTRA,J0157-DR-XXL,WESTERN DRESS,XXL,1,INR,659,JABALPUR,482011,IN,0,OCTOBER,2022,LOW,CUSTOMER
171-6217398-9682744,6217398,WOMEN,51,2022-10-04,DELIVERED,AMAZON,SET293-KR-NP-L,SET,L,1,INR,702,BENGALURU,560097,IN,0,OCTOBER,2022,LOW,CUSTOMER
402-4279559-5440307,4279559,WOMEN,32,2022-10-04,DELIVERED,AJIO,SET197-KR-NP-XXL,SET,XXL,1,INR,759,Bangalore,560078,IN,0,OCTOBER,2022,LOW,CUSTOMER
402-7201513-3469962,7201513,WOMEN,19,2022-10-04,DELIVERED,FLIPKART,J0117-TP-XL,TOP,XL,1,INR,518,MUMBAI,400104,IN,0,OCTOBER,2022,LOW,CUSTOMER
405-1832225-5585961,1832225,MEN,21,2022-10-04,DELIVERED,FLIPKART,SET392-KR-NP-XS,SET,XS,1,INR,799,BENGALURU,560066,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-4913085-0895503,4913085,MEN,44,2022-10-04,DELIVERED,MEESHO,J0092-SET-XL,SET,XL,1,INR,833,HYDERABAD,500049,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-2354557-7193113,2354557,MEN,21,2022-10-04,DELIVERED,FLIPKART,J0339-DR-XXL,WESTERN DRESS,XXL,1,INR,825,GHAZIABAD,201001,IN,0,OCTOBER,2022,LOW,CUSTOMER
406-2563484-0750753,2563484,MEN,58,2022-10-04,DELIVERED,MEESHO,JNE3797-KR-A-M,WESTERN DRESS,M,1,INR,771,THANE,400615,IN,0,OCTOBER,2022,LOW,CUSTOMER
407-7911306-2225168,7911306,WOMEN,27,2022-10-04,DELIVERED,AMAZON,JNE3753-KR-XXL,KURTA,XXL,1,INR,499,HYDERABAD,500019,IN,0,OCTOBER,2022,LOW,CUSTOMER
407-7306651-6168364,7306651,MEN,18,2022-10-04,DELIVERED,AMAZON,JNE3797-KR-L,WESTERN DRESS,L,1,INR,724,KARIMNAGAR,505001,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-3733400-5408341,3733400,MEN,40,2022-10-04,DELIVERED,AMAZON,SET171-KR-NP-L,SET,L,1,INR,802,DURGAPUR,713216,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-9192143-9729143,9192143,MEN,35,2022-10-04,DELIVERED,FLIPKART,SET171-KR-NP-M,SET,M,1,INR,775,NEW DELHI,110015,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-4917514-1869167,4917514,WOMEN,31,2022-10-04,DELIVERED,FLIPKART,JNE3801-KR-XL,KURTA,XL,1,INR,725,BENGALURU,560098,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-4073000-7700301,4073000,MEN,36,2022-10-04,DELIVERED,AMAZON,JNE3797-KR-L,WESTERN DRESS,L,1,INR,735,TIRUPATI,517501,IN,1,OCTOBER,2022,LOW,BUSINESS
408-6254423-9906746,6254423,WOMEN,32,2022-10-04,DELIVERED,AMAZON,SET243-KR-PP-XL,SET,XL,1,INR,499,SEHORE,466001,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-0595204-9546740,595204,MEN,66,2022-10-04,DELIVERED,FLIPKART,J0306-DR-XXL,WESTERN DRESS,XXL,1,INR,690,VIJAYAWADA,520012,IN,0,OCTOBER,2022,LOW,CUSTOMER
403-8280224-6565906,8280224,WOMEN,44,2022-10-04,DELIVERED,AJIO,JNE3688-TU-XS,TOP,XS,1,INR,599,Chennai,600042,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-6403482-0085100,6403482,MEN,41,2022-10-04,DELIVERED,AMAZON,SET110-KR-PP-XS,SET,XS,1,INR,788,Dehri,821307,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-6069656-2777915,6069656,MEN,42,2022-10-04,DELIVERED,AMAZON,SET144-KR-NP-L,SET,L,1,INR,788,KOLKATA,700036,IN,0,OCTOBER,2022,LOW,CUSTOMER
171-2740039-2484320,2740039,WOMEN,47,2022-10-04,DELIVERED,AMAZON,SET273-KR-NP-S,SET,S,1,INR,612,BULANDSHAHR,203001,IN,0,OCTOBER,2022,LOW,CUSTOMER
406-1893448-0805943,1893448,MEN,26,2022-10-04,DELIVERED,AMAZON,JNE3798-KR-L,WESTERN DRESS,L,1,INR,724,HYDERABAD,500085,IN,0,OCTOBER,2022,LOW,CUSTOMER
406-1394833-1636307,1394833,MEN,42,2022-10-04,DELIVERED,AMAZON,NW039-TP-SR-S,SET,S,1,INR,499,GREATER NOIDA,201310,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-0182524-3985907,182524,WOMEN,43,2022-10-04,DELIVERED,OTHERS,JNE3645-TP-N-M,TOP,M,1,INR,432,PUNE,411045,IN,0,OCTOBER,2022,LOW,CUSTOMER
403-8217262-4515514,8217262,MEN,27,2022-10-04,DELIVERED,AMAZON,SET374-KR-NP-L,SET,L,2,INR,1194,Angul,759145,IN,0,OCTOBER,2022,HIGH,CUSTOMER
171-2147024-8005150,2147024,MEN,49,2022-10-04,DELIVERED,MYNTRA,SET145-KR-NP-L,SET,L,1,INR,764,GUWAHATI,781003,IN,0,OCTOBER,2022,LOW,CUSTOMER
403-9440138-4530750,9440138,WOMEN,33,2022-10-04,DELIVERED,OTHERS,MEN5021-KR-XL,KURTA,XL,1,INR,530,GORAKHPUR,273008,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-8122185-1736345,8122185,MEN,35,2022-10-04,DELIVERED,AMAZON,SET269-KR-NP-L,SET,L,1,INR,824,MANDAPETA,533340,IN,0,OCTOBER,2022,LOW,CUSTOMER
407-0232500-3997150,232500,MEN,19,2022-10-04,DELIVERED,AMAZON,NW014-ST-SR-XXL,SET,XXL,1,INR,537,BENGALURU,560068,IN,0,OCTOBER,2022,LOW,CUSTOMER
405-8778113-4285957,8778113,MEN,26,2022-10-04,DELIVERED,FLIPKART,SET310-KR-NP-XXXL,SET,3XL,1,INR,969,BHOPAL,462038,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-3400977-7416329,3400977,MEN,33,2022-10-04,DELIVERED,FLIPKART,SET324-KR-NP-M,SET,M,1,INR,607,Sagar,470001,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-5901963-7277154,5901963,WOMEN,32,2022-10-04,DELIVERED,AMAZON,SAR005,SAREE,Free,1,INR,832,BENGALURU,560029,IN,1,OCTOBER,2022,LOW,BUSINESS
171-1254948-0254749,1254948,WOMEN,37,2022-10-04,DELIVERED,AMAZON,SET224-KR-NP-XS,SET,XS,1,INR,1098,HYDERABAD,500079,IN,0,OCTOBER,2022,HIGH,CUSTOMER
402-6883557-1244357,6883557,WOMEN,65,2022-10-04,DELIVERED,AMAZON,JNE3836-KR-S,KURTA,S,1,INR,635,BENGALURU,560048,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-2888625-3861950,2888625,WOMEN,46,2022-10-04,DELIVERED,MYNTRA,JNE3720-KR-S,KURTA,S,1,INR,517,Pune,411019,IN,0,OCTOBER,2022,LOW,CUSTOMER
405-4081572-8531534,4081572,WOMEN,19,2022-10-04,DELIVERED,FLIPKART,JNE3399-KR-M,KURTA,M,1,INR,426,HYDERABAD,500081,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-7770106-5374752,7770106,WOMEN,39,2022-10-04,DELIVERED,AMAZON,SET268-KR-NP-S,SET,S,1,INR,788,BENGALURU,560098,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-2901592-6943534,2901592,WOMEN,28,2022-10-04,DELIVERED,FLIPKART,JNE2270-KR-487-A-L,KURTA,L,1,INR,518,RANCHI,834008,IN,0,OCTOBER,2022,LOW,CUSTOMER
402-0783414-9164324,783414,WOMEN,48,2022-10-04,DELIVERED,MYNTRA,MEN5017-KR-L,KURTA,L,1,INR,736,LUCKNOW,226010,IN,0,OCTOBER,2022,LOW,CUSTOMER
405-9071831-9746724,9071831,WOMEN,23,2022-10-04,DELIVERED,AMAZON,SET268-KR-NP-XS,SET,XS,1,INR,788,MIRIK,734214,IN,0,OCTOBER,2022,LOW,CUSTOMER
407-3716905-2157943,3716905,MEN,23,2022-10-04,DELIVERED,AMAZON,SET405-KR-NP-L,SET,L,1,INR,735,BENGALURU,560034,IN,0,OCTOBER,2022,LOW,CUSTOMER
407-3082027-8009121,3082027,WOMEN,18,2022-10-04,DELIVERED,NALLI,SET278-KR-NP-M,SET,M,1,INR,1432,BHANDARA,441904,IN,0,OCTOBER,2022,HIGH,CUSTOMER
171-7995447-1739559,7995447,WOMEN,35,2022-10-04,DELIVERED,MYNTRA,JNE3568-KR-XL,KURTA,XL,1,INR,399,Faridabad,121008,IN,0,OCTOBER,2022,LOW,CUSTOMER
402-0509269-4126768,509269,WOMEN,61,2022-10-04,DELIVERED,AJIO,JNE3030-KR-XL,KURTA,XL,1,INR,736,Chennai,600049,IN,0,OCTOBER,2022,LOW,CUSTOMER
406-8457885-4688324,8457885,WOMEN,33,2022-10-04,DELIVERED,AMAZON,JNE2270-KR-487-A-XL,KURTA,XL,1,INR,518,MANNARGUDI,614001,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-2888997-4119563,2888997,WOMEN,22,2022-10-04,DELIVERED,NALLI,SET268-KR-NP-XL,SET,XL,1,INR,788,ONGOLE,523225,IN,0,OCTOBER,2022,LOW,CUSTOMER
405-5931547-6938737,5931547,MEN,22,2022-10-04,DELIVERED,FLIPKART,SET374-KR-NP-L,SET,L,1,INR,666,PUNE,411001,IN,0,OCTOBER,2022,LOW,CUSTOMER
407-3177579-7429161,3177579,WOMEN,18,2022-10-04,DELIVERED,FLIPKART,SET268-KR-NP-M,SET,M,1,INR,788,CHENNAI,600040,IN,0,OCTOBER,2022,LOW,CUSTOMER
406-8423744-5890731,8423744,WOMEN,43,2022-10-04,DELIVERED,MEESHO,J0197-TP-XL,TOP,XL,1,INR,625,DAMOH,470661,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-8753215-3052348,8753215,MEN,78,2022-10-04,DELIVERED,AMAZON,SET257-KR-PP-S,SET,S,1,INR,568,MUMBAI,400065,IN,0,OCTOBER,2022,LOW,CUSTOMER
171-7091245-0829920,7091245,MEN,21,2022-10-04,DELIVERED,AMAZON,J0003-SET-M,SET,M,1,INR,664,NEW DELHI,110096,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-4455354-5274766,4455354,WOMEN,28,2022-10-04,DELIVERED,AMAZON,SET339-KR-NP-XXXL,SET,3XL,1,INR,655,CHILAKALURIPET,522616,IN,0,OCTOBER,2022,LOW,CUSTOMER
405-8204650-4856330,8204650,MEN,72,2022-10-04,DELIVERED,AMAZON,SET131-KR-NP-XS,SET,XS,1,INR,567,NAVI MUMBAI,410206,IN,0,OCTOBER,2022,LOW,CUSTOMER
171-7678722-0246756,7678722,WOMEN,20,2022-10-04,DELIVERED,MYNTRA,BL111-XXL,BLOUSE,XXL,1,INR,563,SHIMLA,171012,IN,0,OCTOBER,2022,LOW,CUSTOMER
405-9021711-9445168,9021711,WOMEN,34,2022-10-04,DELIVERED,AMAZON,JNE3560-KR-M,KURTA,M,1,INR,487,ROURKELA,769003,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-2682275-5689135,2682275,WOMEN,46,2022-10-04,DELIVERED,FLIPKART,SET355-KR-PP-S,SET,S,1,INR,1229,GUWAHATI,781005,IN,0,OCTOBER,2022,HIGH,CUSTOMER
402-0524978-4975554,524978,WOMEN,40,2022-10-04,DELIVERED,MYNTRA,J0095-SET-XS,SET,XS,1,INR,633,pathankot,145001,IN,0,OCTOBER,2022,LOW,CUSTOMER
406-2085002-0569916,2085002,MEN,29,2022-10-04,DELIVERED,AMAZON,JNE3797-KR-XXL,WESTERN DRESS,XXL,1,INR,735,Attingal,695143,IN,0,OCTOBER,2022,LOW,CUSTOMER
402-8248625-1499510,8248625,MEN,23,2022-10-04,DELIVERED,AMAZON,J0003-SET-XXXL,SET,3XL,1,INR,664,NEW DELHI,110077,IN,0,OCTOBER,2022,LOW,CUSTOMER
402-4538636-6101914,4538636,MEN,76,2022-10-04,DELIVERED,OTHERS,SET278-KR-NP-L,SET,L,1,INR,1442,NAVI MUMBAI,410218,IN,0,OCTOBER,2022,HIGH,CUSTOMER
403-0284056-8758775,284056,WOMEN,46,2022-10-04,DELIVERED,OTHERS,J0230-SKD-XL,SET,XL,1,INR,1146,NOIDA,201301,IN,0,OCTOBER,2022,HIGH,CUSTOMER
406-8591101-5870764,8591101,WOMEN,55,2022-10-04,DELIVERED,FLIPKART,SET165-KR-PP-XXXL,SET,3XL,1,INR,567,LUCKNOW,226005,IN,0,OCTOBER,2022,LOW,CUSTOMER
402-8698818-8511557,8698818,MEN,42,2022-10-04,DELIVERED,FLIPKART,SET243-KR-PP-L,SET,L,1,INR,499,PAONTA SAHIB,173025,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-9140541-1738753,9140541,WOMEN,34,2022-10-04,DELIVERED,MYNTRA,MEN5029-KR-M,KURTA,M,1,INR,475,BENGALURU,560067,IN,0,OCTOBER,2022,LOW,CUSTOMER
407-2374949-0235512,2374949,WOMEN,25,2022-10-04,DELIVERED,AMAZON,SET374-KR-NP-M,SET,M,1,INR,666,SERAMPORE,712201,IN,0,OCTOBER,2022,LOW,CUSTOMER
171-2392811-6294717,2392811,WOMEN,37,2022-10-04,CANCELLED,MYNTRA,JNE3565-KR-S,KURTA,S,1,INR,318,NAGAPATTINAM,609701,IN,0,OCTOBER,2022,LOW,CUSTOMER
171-2347266-2621117,2347266,MEN,48,2022-10-04,DELIVERED,AJIO,SET128-KR-DH-XXL,SET,XXL,1,INR,985,JAIPUR,302029,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-5810781-5139568,5810781,WOMEN,18,2022-10-04,DELIVERED,AJIO,J0003-SET-L,SET,L,1,INR,696,JAIPUR,302015,IN,0,OCTOBER,2022,LOW,CUSTOMER
402-4523583-1870701,4523583,MEN,68,2022-10-04,DELIVERED,FLIPKART,SET357-KR-NP-S,SET,S,1,INR,771,BENGALURU,560102,IN,0,OCTOBER,2022,LOW,CUSTOMER
402-3495310-1622709,3495310,MEN,36,2022-10-04,DELIVERED,AJIO,SET332-KR-PP-XL,SET,XL,1,INR,549,NAVI MUMBAI,410209,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-4736027-7818730,4736027,WOMEN,39,2022-10-04,DELIVERED,MYNTRA,SET165-KR-PP-L,SET,L,1,INR,567,ONGOLE,523001,IN,0,OCTOBER,2022,LOW,CUSTOMER
405-7981163-9546728,7981163,MEN,45,2022-10-04,DELIVERED,OTHERS,JNE3797-KR-M,WESTERN DRESS,M,1,INR,771,Kalyan,421301,IN,0,OCTOBER,2022,LOW,CUSTOMER
406-6341492-7950724,6341492,MEN,43,2022-10-04,DELIVERED,AJIO,J0230-SKD-M,SET,M,1,INR,1319,KALADHUNGI,263139,IN,0,OCTOBER,2022,HIGH,CUSTOMER
406-7324110-7083545,7324110,WOMEN,46,2022-10-04,DELIVERED,OTHERS,SET291-KR-PP-XL,SET,XL,1,INR,563,PUNE,411045,IN,0,OCTOBER,2022,LOW,CUSTOMER
407-5813745-3993950,5813745,WOMEN,59,2022-10-04,DELIVERED,MYNTRA,MEN5009-KR-XL,KURTA,XL,1,INR,495,Hyderabad,500086,IN,0,OCTOBER,2022,LOW,CUSTOMER
406-8813625-0248304,8813625,WOMEN,65,2022-10-04,DELIVERED,AMAZON,J0163-SKD-L,SET,L,1,INR,999,VISAKHAPATNAM,530046,IN,0,OCTOBER,2022,LOW,CUSTOMER
405-0839557-4768350,839557,WOMEN,31,2022-10-04,DELIVERED,AMAZON,JNE1951-KR-155-XXL,KURTA,XXL,1,INR,368,PIMPRI CHINCHWAD,411061,IN,1,OCTOBER,2022,LOW,BUSINESS
408-4963153-1648357,4963153,WOMEN,20,2022-10-04,DELIVERED,FLIPKART,MEN5023-KR-L,KURTA,L,1,INR,547,GURUGRAM,122011,IN,0,OCTOBER,2022,LOW,CUSTOMER
403-8468712-1675527,8468712,WOMEN,29,2022-10-04,DELIVERED,AMAZON,SET291-KR-PP-XL,SET,XL,1,INR,599,UDAIPUR,313004,IN,0,OCTOBER,2022,LOW,CUSTOMER
405-9132818-2591569,9132818,MEN,29,2022-10-04,DELIVERED,AMAZON,J0395-DR-XL,WESTERN DRESS,XL,1,INR,859,CHENNAI,600020,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-8388545-4535501,8388545,WOMEN,43,2022-10-04,DELIVERED,AJIO,J0148-SET-XS,SET,XS,1,INR,599,COIMBATORE,641045,IN,0,OCTOBER,2022,LOW,CUSTOMER
403-1114997-1573929,1114997,WOMEN,51,2022-10-04,DELIVERED,FLIPKART,SET329-KR-NP-XXL,SET,XXL,1,INR,666,HYDERABAD,500045,IN,0,OCTOBER,2022,LOW,CUSTOMER
403-6365445-1570750,6365445,WOMEN,66,2022-10-04,DELIVERED,AMAZON,SET374-KR-NP-S,SET,S,1,INR,597,MOHALI,140301,IN,0,OCTOBER,2022,LOW,CUSTOMER
408-2698933-5805129,2698933,WOMEN,70,2022-10-04,DELIVERED,FLIPKART,SET110-KR-PP-XS,SET,XS,1,INR,788,PUNE,411030,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-2387413-2129947,2387413,MEN,29,2022-10-04,DELIVERED,MYNTRA,SET217-KR-PP-M,SET,M,1,INR,786,NEW DELHI,110091,IN,0,OCTOBER,2022,LOW,CUSTOMER
403-6290745-7566741,6290745,WOMEN,31,2022-10-04,DELIVERED,FLIPKART,J0299-KR-XXXL,KURTA,3XL,1,INR,345,GUWAHATI,781006,IN,0,OCTOBER,2022,LOW,CUSTOMER
402-9812775-3876302,9812775,WOMEN,76,2022-10-04,DELIVERED,AJIO,SET156-KR-NP-L,SET,L,1,INR,680,PUNE,411014,IN,0,OCTOBER,2022,LOW,CUSTOMER
402-9860712-4305910,9860712,WOMEN,64,2022-10-04,DELIVERED,AMAZON,SET344-KR-NP-XXL,SET,XXL,1,INR,968,HYDERABAD,500062,IN,0,OCTOBER,2022,LOW,CUSTOMER
402-5203774-0520307,5203774,MEN,49,2022-10-04,DELIVERED,MYNTRA,SET380-KR-NP-XXXL,SET,3XL,1,INR,1186,Hyderabad,502032,IN,0,OCTOBER,2022,HIGH,CUSTOMER
405-3856174-5480362,3856174,MEN,20,2022-10-04,DELIVERED,MYNTRA,SET268-KR-NP-M,SET,M,1,INR,788,MUMBAI,400053,IN,0,OCTOBER,2022,LOW,CUSTOMER
171-2251195-9805924,2251195,MEN,34,2022-10-04,DELIVERED,OTHERS,J0124-TP-S,TOP,S,1,INR,523,South Goa,403401,IN,0,OCTOBER,2022,LOW,CUSTOMER
403-6626424-6818733,6626424,WOMEN,47,2022-10-04,DELIVERED,AMAZON,SET270-KR-PP-XXL,SET,XXL,1,INR,563,VISAKHAPATNAM,530013,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-1991958-6317162,1991958,WOMEN,35,2022-10-04,DELIVERED,MEESHO,SET179-KR-PP-XS,SET,XS,1,INR,499,SALEM,636004,IN,0,OCTOBER,2022,LOW,CUSTOMER
406-0422963-1676304,422963,MEN,34,2022-10-04,DELIVERED,FLIPKART,SAR013,SAREE,Free,1,INR,563,BHOPAL,462026,IN,0,OCTOBER,2022,LOW,CUSTOMER
406-8220272-5575558,8220272,MEN,40,2022-10-04,DELIVERED,FLIPKART,SET304-KR-DPT-XXL,SET,XXL,1,INR,1115,KOCHI,682006,IN,0,OCTOBER,2022,HIGH,CUSTOMER
406-4390559-0093953,4390559,MEN,67,2022-10-04,DELIVERED,MYNTRA,SAR021,SAREE,Free,1,INR,595,Indore,452010,IN,0,OCTOBER,2022,LOW,CUSTOMER
403-8983736-6117936,8983736,WOMEN,35,2022-10-04,DELIVERED,MYNTRA,SET374-KR-NP-L,SET,L,1,INR,597,KOLKATA,700032,IN,0,OCTOBER,2022,LOW,CUSTOMER
403-6455262-9473111,6455262,MEN,25,2022-10-04,DELIVERED,AMAZON,SAR019,SAREE,Free,1,INR,458,HOSUR,635126,IN,0,OCTOBER,2022,LOW,CUSTOMER
407-5212825-4041964,5212825,WOMEN,74,2022-10-04,DELIVERED,FLIPKART,SET397-KR-NP  -M,SET,M,1,INR,1115,Chennai,600089,IN,0,OCTOBER,2022,HIGH,CUSTOMER
407-1364810-2974710,1364810,MEN,33,2022-10-04,DELIVERED,NALLI,SET374-KR-NP-XS,SET,XS,1,INR,666,Amravati,444605,IN,0,OCTOBER,2022,LOW,CUSTOMER
404-2392307-7496364,2392307,WOMEN,43,2022-10-04,DELIVERED,AJIO,J0140-SET-XL,SET,XL,1,INR,591,SOLAN,174101,IN,0,OCTOBER,2022,LOW,CUSTOMER
171-1632493-9363511,1632493,WOMEN,38,2022-10-04,DELIVERED,FLIPKART,SET243-KR-PP-XXXL,SET,3XL,1,INR,534,FARIDABAD,121002,IN,0,OCTOBER,2022,LOW,CUSTOMER
171-7317515-8285110,7317515,MEN,28,2022-10-04,DELIVERED,FLIPKART,JNE3688-TU-XXXL,TOP,3XL,1,INR,599,CHANDIGARH,160047,IN,0,OCTOBER,2022,LOW,CUSTOMER
405-9279939-5700322,9279939,WOMEN,47,2022-10-04,DELIVERED,AMAZON,SET402-KR-NP-M,SET,M,1,INR,988,Ajmer,305001,IN,0,OCTOBER,2022,LOW,CUSTOMER
406-0967485-0012342,967485,WOMEN,41,2022-10-04,DELIVERED,MYNTRA,J0078-SET-S,SET,S,1,INR,999,Vellore,632014,IN,0,OCTOBER,2022,LOW,CUSTOMER
